#Theta:  109.2788  Std:  9.2983
    0.5000      0.0000      0.0000
    1.5000      0.0000      0.0000
    2.5000      0.0000      0.0000
    3.5000      0.0000      0.0000
    4.5000      0.0000      0.0000
    5.5000      0.0000      0.0000
    6.5000      0.0000      0.0000
    7.5000      0.0000      0.0000
    8.5000      0.0000      0.0000
    9.5000      0.0000      0.0000
   10.5000      0.0000      0.0000
   11.5000      0.0000      0.0000
   12.5000      0.0000      0.0000
   13.5000      0.0000      0.0000
   14.5000      0.0000      0.0000
   15.5000      0.0000      0.0000
   16.5000      0.0000      0.0000
   17.5000      0.0000      0.0000
   18.5000      0.0000      0.0000
   19.5000      0.0000      0.0000
   20.5000      0.0000      0.0000
   21.5000      0.0000      0.0000
   22.5000      0.0000      0.0000
   23.5000      0.0000      0.0000
   24.5000      0.0000      0.0000
   25.5000      0.0000      0.0000
   26.5000      0.0000      0.0000
   27.5000      0.0000      0.0000
   28.5000      0.0000      0.0000
   29.5000      0.0000      0.0000
   30.5000      0.0000      0.0000
   31.5000      0.0000      0.0000
   32.5000      0.0000      0.0000
   33.5000      0.0000      0.0000
   34.5000      0.0000      0.0000
   35.5000      0.0000      0.0000
   36.5000      0.0000      0.0000
   37.5000      0.0000      0.0000
   38.5000      0.0000      0.0000
   39.5000      0.0000      0.0000
   40.5000      0.0000      0.0000
   41.5000      0.0000      0.0000
   42.5000      0.0000      0.0000
   43.5000      0.0000      0.0000
   44.5000      0.0000      0.0000
   45.5000      1.0000      0.0002
   46.5000      0.0000      0.0000
   47.5000      0.0000      0.0000
   48.5000      0.0000      0.0000
   49.5000      0.0000      0.0000
   50.5000      0.0000      0.0000
   51.5000      1.0000      0.0002
   52.5000      1.0000      0.0002
   53.5000      0.0000      0.0000
   54.5000      0.0000      0.0000
   55.5000      1.0000      0.0002
   56.5000      0.0000      0.0000
   57.5000      0.0000      0.0000
   58.5000      0.0000      0.0000
   59.5000      0.0000      0.0000
   60.5000      0.0000      0.0000
   61.5000      0.0000      0.0000
   62.5000      0.0000      0.0000
   63.5000      0.0000      0.0000
   64.5000      0.0000      0.0000
   65.5000      0.0000      0.0000
   66.5000      0.0000      0.0000
   67.5000      0.0000      0.0000
   68.5000      0.0000      0.0000
   69.5000      0.0000      0.0000
   70.5000      0.0000      0.0000
   71.5000      0.0000      0.0000
   72.5000      0.0000      0.0000
   73.5000      0.0000      0.0000
   74.5000      1.0000      0.0002
   75.5000      2.0000      0.0004
   76.5000      0.0000      0.0000
   77.5000      1.0000      0.0002
   78.5000      1.0000      0.0002
   79.5000     11.0000      0.0022
   80.5000      3.0000      0.0006
   81.5000      9.0000      0.0018
   82.5000     12.0000      0.0024
   83.5000     12.0000      0.0024
   84.5000     21.0000      0.0042
   85.5000     35.0000      0.0070
   86.5000     34.0000      0.0068
   87.5000     53.0000      0.0106
   88.5000     79.0000      0.0158
   89.5000     75.0000      0.0150
   90.5000    137.0000      0.0274
   91.5000    168.0000      0.0336
   92.5000    244.0000      0.0488
   93.5000    263.0000      0.0526
   94.5000    309.0000      0.0618
   95.5000    433.0000      0.0866
   96.5000    464.0000      0.0928
   97.5000    595.0000      0.1190
   98.5000    718.0000      0.1436
   99.5000    836.0000      0.1672
  100.5000    891.0000      0.1782
  101.5000   1053.0000      0.2106
  102.5000   1099.0000      0.2198
  103.5000   1231.0000      0.2462
  104.5000   1244.0000      0.2488
  105.5000   1303.0000      0.2606
