#Theta:  109.2788  Std:  9.2983
  106.5000   1329.0000      0.2658
  107.5000   1311.0000      0.2622
  108.5000   1358.0000      0.2716
  109.5000   1278.0000      0.2556
  110.5000   1259.0000      0.2518
  111.5000   1247.0000      0.2494
  112.5000   1184.0000      0.2368
  113.5000   1147.0000      0.2294
  114.5000    976.0000      0.1952
  115.5000    961.0000      0.1922
  116.5000    864.0000      0.1728
  117.5000    766.0000      0.1532
  118.5000    670.0000      0.1340
  119.5000    620.0000      0.1240
  120.5000    549.0000      0.1098
  121.5000    448.0000      0.0896
  122.5000    413.0000      0.0826
  123.5000    383.0000      0.0766
  124.5000    304.0000      0.0608
  125.5000    282.0000      0.0564
  126.5000    238.0000      0.0476
  127.5000    199.0000      0.0398
  128.5000    144.0000      0.0288
  129.5000    149.0000      0.0298
  130.5000    112.0000      0.0224
  131.5000     89.0000      0.0178
  132.5000     67.0000      0.0134
  133.5000     64.0000      0.0128
  134.5000     48.0000      0.0096
  135.5000     25.0000      0.0050
  136.5000     28.0000      0.0056
  137.5000     24.0000      0.0048
  138.5000     27.0000      0.0054
  139.5000     22.0000      0.0044
  140.5000     17.0000      0.0034
  141.5000     12.0000      0.0024
  142.5000     10.0000      0.0020
  143.5000      4.0000      0.0008
  144.5000      4.0000      0.0008
  145.5000      7.0000      0.0014
  146.5000      5.0000      0.0010
  147.5000      6.0000      0.0012
  148.5000      6.0000      0.0012
  149.5000      2.0000      0.0004
  150.5000      2.0000      0.0004
  151.5000      0.0000      0.0000
  152.5000      1.0000      0.0002
  153.5000      0.0000      0.0000
  154.5000      0.0000      0.0000
  155.5000      1.0000      0.0002
  156.5000      1.0000      0.0002
  157.5000      0.0000      0.0000
  158.5000      0.0000      0.0000
  159.5000      1.0000      0.0002
  160.5000      3.0000      0.0006
  161.5000      0.0000      0.0000
  162.5000      0.0000      0.0000
  163.5000      0.0000      0.0000
  164.5000      0.0000      0.0000
  165.5000      0.0000      0.0000
  166.5000      0.0000      0.0000
  167.5000      0.0000      0.0000
  168.5000      0.0000      0.0000
  169.5000      0.0000      0.0000
  170.5000      0.0000      0.0000
  171.5000      0.0000      0.0000
  172.5000      0.0000      0.0000
  173.5000      0.0000      0.0000
  174.5000      0.0000      0.0000
  175.5000      0.0000      0.0000
  176.5000      0.0000      0.0000
  177.5000      0.0000      0.0000
  178.5000      0.0000      0.0000
  179.5000      0.0000      0.0000
