#  atm  nn    NeibhorList
     1   4     635    2281    3450    4025
     2   4    1740    1824    4335    4596
     3   4    2247    2647    3148    3445
     4   4    2625    2823    3627    4658
     5   4      81     280    2616    3409
     6   4     746     992    4035    4136
     7   4    1783    1945    2480    3602
     8   4     853    1688    3867    4867
     9   4     103     262    2766    3659
    10   4    1098    1565    2783    4572
    11   4      63     266     542     687
    12   4      72    2165    2901    3475
    13   4    1788    1963    4405    4600
    14   4    1357    1677    2051    3545
    15   4     564    3294    4232    4278
    16   4     173    1590    2995    4185
    17   4    2135    3212    3660    4692
    18   4    1515    2201    3469    4804
    19   4     136    2006    2597    4715
    20   4    1055    2196    2663    4338
    21   4      75    1131    1549    1688
    22   4    1925    2010    2777    4329
    23   4     306    1322    1848    4476
    24   4    2820    3484    3525    4673
    25   4    1001    1264    3841    4098
    26   4    1672    1824    3245    3654
    27   4     965    2099    2844    4593
    28   4    1037    3674    4697    4769
    29   4    2370    3432    3746    4890
    30   4     550    2295    3260    4473
    31   4     859    1869    2913    4027
    32   4     717     876    1544    4152
    33   4     732    1314    2457    2724
    34   4    2264    2925    3056    3995
    35   4     588    1587    2214    2880
    36   4     699    1822    2928    3829
    37   4     360    1593    2632    4295
    38   4     102     103    1956    2065
    39   4    1616    1622    2533    2710
    40   4    1668    2733    2922    4253
    41   4     265    1789    2608    3048
    42   4    1023    2102    3039    3193
    43   4    2200    2779    3414    3568
    44   4     677    1403    2350    3033
    45   4     526    2579    2784    4492
    46   4     255    4312    4488    4499
    47   4    2598    3488    4602    4945
    48   4     967    2141    2813    4068
    49   4     843    2282    2915    3888
    50   4    1004    1966    2448    4351
    51   4    2337    3796    4051    4956
    52   4     230     283    1068    2559
    53   4    1552    2705    4215    4949
    54   4     221    1192    2701    4593
    55   4     962    1895    2389    3781
    56   4    1226    2240    2331    3012
    57   4    1547    1862    2056    4877
    58   4      61     915     936    4152
    59   4    1865    3656    4007    4810
    60   4     583    1676    4183    4546
    61   4      58    3468    3895    4964
    62   4    1279    3236    3463    4858
    63   4      11    2036    3069    4753
    64   4     496    1577    2348    2569
    65   4     666    2261    4284    4827
    66   4    1226    1548    1690    4442
    67   4    3456    4234    4315    4579
    68   4     617    1263    1567    4638
    69   4     394    3097    3177    3725
    70   4     290    1967    2330    2473
    71   4     996    2497    2513    4154
    72   4      12    1428    3093    4434
    73   4    1524    1541    2276    3149
    74   4    1507    1637    2574    3512
    75   4      21     656    2177    3202
    76   4    1898    3336    3946    4082
    77   4     942    1337    2986    3683
    78   4    2326    3820    3911    4522
    79   4    3019    3607    3650    4271
    80   4     736    1579    2435    3784
    81   4       5     699    3197    3531
    82   4     357     420    3226    4149
    83   4     661    1482    1988    2400
    84   4     822    3334    3533    3677
    85   4     635     927    1888    4691
    86   4    1578    1601    4180    4741
    87   4     907    3309    4340    4376
    88   4    1343    1718    3143    4764
    89   4     655    1753    3777    3970
    90   4     237    1137    2917    3342
    91   4    2897    4194    4763    4912
    92   4    1038    2546    3639    3792
    93   4     487    1071    1528    4503
    94   4     214     279     783    3891
    95   4     404     724    3219    4282
    96   4     134    1679    4776    4940
    97   4     799     865    3230    4840
    98   4     261    2653    3158    4146
    99   4    1007    4133    4740    4773
   100   4     546     623    4262    4676
   101   4     150    1721    3638    4119
   102   4      38     171    2445    4408
   103   4       9      38    1664    4651
   104   4    1848    2014    2603    4233
   105   4    2863    3284    3405    4491
   106   4    2315    2332    3087    4175
   107   4     541    1639    2054    4733
   108   4    3758    4013    4036    4799
   109   4     834    1432    3158    4790
   110   4    2143    2484    2571    4249
   111   4     311    1353    1550    2694
   112   4    1379    2956    3666    4307
   113   4    1286    1713    3622    4218
   114   4     128     272    3075    4909
   115   4     117    1341    1948    3439
   116   4     484     612    2234    2456
   117   4     115    4008    4475    4492
   118   4     411     706    1609    4320
   119   4     769    2362    2844    4334
   120   4     393    3028    3512    4327
   121   4    1656    2050    3486    3595
   122   4     656    1464    2384    3342
   123   4     997    1469    2630    4218
   124   4     584    1685    2149    3620
   125   4     295     413    1798    3123
   126   4    1127    2521    3353    4040
   127   4    4339    4406    4661    4923
   128   4     114    1836    2878    3241
   129   4     271     676    3136    4804
   130   4    1350    2253    2299    3990
   131   4     703    1811    2318    3680
   132   4    2328    2881    3185    3523
   133   4    1905    4433    4530    4977
   134   4      96    2378    2651    2912
   135   4    1436    1544    2136    2516
   136   4      19     213    1666    4990
   137   4    2012    2125    3552    3630
   138   4     729     973    3006    3694
   139   4    1400    1664    3224    3460
   140   4    1179    1775    2879    3549
   141   4     307    1768    3358    4445
   142   4    1131    2465    3867    4722
   143   4    1015    2852    3218    3663
   144   4     680    1016    1455    2950
   145   4    2704    3433    3536    4060
   146   4    1249    4090    4279    4878
   147   4     228     728    1387    1557
   148   4     251    1524    3650    4000
   149   4    2749    2911    2921    3718
   150   4     101     325     882    1212
   151   4    1479    4014    4117    4993
   152   4    1531    1729    2737    3201
   153   4    1321    2124    2427    4896
   154   4     454     596    2580    3176
   155   4     534     643     839    3917
   156   4    1630    2594    2780    3457
   157   4     369    1318    1465    1654
   158   4     873    2109    2717    3789
   159   4    2836    3148    3902    4986
   160   4     450    1180    3744    3952
   161   4     297    2065    3987    4651
   162   4     336    1467    2118    2712
   163   4    1767    3480    3953    4337
   164   4     644     702     863    3453
   165   4    2366    2788    3243    3395
   166   4    3553    4128    4190    4225
   167   4    1084    1490    3930    4062
   168   4    2397    2431    2584    3989
   169   4     787    1035    2830    3676
   170   4    2110    2311    3537    3993
   171   4     102    2124    2874    4412
   172   4     211    1198    4393    4739
   173   4      16     959    2816    3227
   174   4    1525    1532    2883    4715
   175   4    1386    1525    1986    4961
   176   4    1461    1601    2661    3416
   177   4    2780    2974    3032    4782
   178   4     625    2263    3340    4241
   179   4    2498    3296    4083    4105
   180   4     417    1760    2460    4456
   181   4    2792    3393    4391    4649
   182   4     860    2762    3041    3144
   183   4     832    2829    2984    4535
   184   4    2310    3318    3499    4530
   185   4     542    1495    2368    4753
   186   4    2532    4173    4664    4926
   187   4    1092    2090    2223    3433
   188   4     368    2578    4346    4461
   189   4     650    3192    3266    4223
   190   4     731    1758    2357    2857
   191   4    2206    3900    4151    4229
   192   4     229     409     517    2286
   193   4     318     880    2011    2946
   194   4     595     718    3536    3863
   195   4    2584    2810    3280    4113
   196   4     315    3258    3597    4000
   197   4     898    1921    2259    4318
   198   4     877    3365    4296    4442
   199   4    1785    2409    2456    2617
   200   4    1992    2044    2485    4747
   201   4     264     889    1294    2084
   202   4     450    2225    2253    3666
   203   4    1708    1843    3040    4012
   204   4    1370    1605    2992    3786
   205   4    2765    3501    3686    4211
   206   4    1157    1406    1827    4400
   207   4     663    1342    2953    3122
   208   4    3050    3673    4006    4542
   209   4    2904    3095    3233    4849
   210   4     822    1950    2014    4688
   211   4     172     570    3279    4314
   212   4     803    1887    4176    4440
   213   4     136    1042    1153    4028
   214   4      94    2521    3056    4269
   215   4     535     908    3635    3786
   216   4     931     945    1243    2305
   217   4     268     373    1698    3409
   218   4     222    1875    1916    4548
   219   4     556    2488    3492    3962
   220   4     293    1574    4314    4326
   221   4      54    1277    4430    4957
   222   4     218    2271    2480    4889
   223   4     862    2272    2319    3550
   224   4    1007    1745    2635    4311
   225   4    3053    3374    3925    4154
   226   4     851    4405    4758    4870
   227   4     286     667     806    3850
   228   4     147    1218    2968    3330
   229   4     192     617    2690    3619
   230   4      52     992    1878    2910
   231   4     876    2017    2314    2793
   232   4     824    1807    3689    4404
   233   4    2148    2348    2455    3396
   234   4     437    1387    3840    4608
   235   4    2575    2654    3213    3951
   236   4    1242    2102    2782    4361
   237   4      90    1042    1491    3477
   238   4     437    1643    3119    4613
   239   4    2487    3025    3885    4353
   240   4     322    2919    3493    3884
   241   4     289    2343    2497    4905
   242   4    1633    2433    3028    3614
   243   4    1000    1843    2866    3829
   244   4     494     755    1656    3794
   245   4     702     948    1168    3237
   246   4     679    1937    2613    2619
   247   4    1846    3633    3658    3775
   248   4    1386    2221    3434    4199
   249   4    1355    1980    2089    2304
   250   4    1672    2995    3227    3599
   251   4     148     808    2057    3258
   252   4     779     909    1503    3877
   253   4     902    1832    2188    4633
   254   4    1145    1190    2144    3016
   255   4      46    4181    4255    4468
   256   4    1682    1791    2564    4257
   257   4     594     933    2748    3507
   258   4    2782    4052    4353    4357
   259   4     505     979    3851    4500
